order_id,customer_id,order_date,order_amount,status
b78065c6-45b9-4a4b-aafb-d8a42b1d5f82,CUST0474,2025-12-01T09:36:33.209Z,3161.83,Processing
e30790ff-5c9f-45ba-8ce5-ee2d269bcc3f,CUST0253,2025-11-13T13:36:27.380Z,5044.15,Delivered
2e63f4cf-376e-48be-b430-834ba5d5a3b9,CUST0602,2026-01-06T13:58:27.555Z,4468.39,Delivered
f93bc6ca-106e-4b87-82ec-9b472da5e718,CUST0061,2025-10-13T23:56:24.281Z,2867.09,Cancelled
ccbe026a-2c36-4072-bd93-6aec276d2130,CUST0179,2025-10-04T12:41:21.357Z,1223.52,Pending
1592fc25-ef8e-4d9d-84fe-ef3df6a45317,CUST0912,2026-04-12T06:19:14.905Z,4793.79,Pending
304ff380-1d3f-4dac-af42-b2b928d73546,CUST0122,2025-11-30T23:29:53.649Z,4606.29,Delivered
ad94101c-1de5-470a-9847-e27274d793de,CUST0721,2025-09-10T00:16:55.088Z,2090.12,Cancelled
2e49c5b7-a274-4d6c-b9ad-2c2afe1da7e3,CUST0335,2026-03-10T20:44:12.439Z,4931.18,Processing
7dff572b-5956-4638-a5af-76827dd7a99c,CUST0237,2025-09-19T07:21:34.218Z,4755.06,Processing
4c33d4f7-6d8c-49a8-a3f6-ac7256bcb985,CUST0054,2025-08-05T10:57:44.294Z,1402.93,Pending
f4dedc73-7c0e-452a-8237-549219ca69a1,CUST0494,2025-12-09T03:10:11.085Z,414.14,Cancelled
76d7c54c-56dc-4db5-bee7-c67195049da0,CUST0082,2025-10-19T16:55:58.446Z,2200.43,Pending
c96ae0f7-ec89-4518-b56d-564717bda71e,CUST0754,2026-04-19T20:15:41.118Z,3981.00,Cancelled
9ec7a6ec-d855-412c-a01f-9d0e93f0e9de,CUST0252,2026-02-08T11:36:17.737Z,741.68,Delivered
c8d27ac2-e9e6-4077-a8d0-0045bf630f62,CUST0753,2025-11-04T01:45:38.866Z,2314.58,Cancelled
d9f9b5e3-561c-469a-9dbc-2243aa966964,CUST0495,2026-03-15T13:47:32.724Z,4028.77,Processing
8edccfe0-99ab-42ac-8c6d-604efecbdbd6,CUST0445,2025-10-20T23:06:29.060Z,4870.37,Pending
e80f5c3d-c6f7-4e90-a80d-b126e52982e3,CUST0035,2026-04-26T05:56:33.817Z,4681.88,Delivered
278c3039-6b2f-41b0-9a41-9b3f7ab1b3d7,CUST0152,2026-01-12T08:16:12.475Z,3103.81,Pending
f6539611-8877-4430-b26e-5825de93d460,CUST0262,2026-04-22T20:12:56.149Z,1956.61,Processing
faf22cca-6b37-44e8-b4c2-76feba888778,CUST0595,2025-09-23T09:23:50.250Z,3789.84,Pending
d8f7a231-e927-4cc7-9a28-a0e413c4bfa1,CUST0299,2025-12-20T20:00:50.770Z,2983.51,Cancelled
603f6baf-1d7b-4756-9906-de7447331444,CUST0053,2025-06-26T08:10:05.079Z,2605.30,Processing
2be1d08e-126d-4b09-adfe-e97f225aec1f,CUST0263,2025-10-06T21:50:21.566Z,3915.96,Pending
25494acd-1efe-47d2-9e0c-51c4ee6c4a44,CUST0596,2026-03-20T04:41:23.579Z,2402.31,Processing
a54ae1bf-0b0b-4bc9-81b2-bbd8b0bb42a3,CUST0091,2025-09-17T15:22:08.436Z,1858.50,Cancelled
ad05fa88-a107-48f3-8186-0924cf0c5ac1,CUST0597,2026-01-22T06:12:08.289Z,5048.41,Cancelled
96ca5cbc-3c81-4724-bae2-115f732b4293,CUST0150,2026-01-10T12:15:48.666Z,3253.57,Cancelled
5ed7d475-0d08-4257-9d49-1f1ae7d54d4d,CUST0727,2025-09-10T00:01:04.874Z,1186.12,Cancelled
fecee3c8-fa6a-497d-b87b-4ea0e5526980,CUST0602,2026-06-16T21:56:54.241Z,3589.74,Pending
ac2d23d5-1844-4d7f-9bd9-95ce7e49a96c,CUST0411,2026-05-16T10:26:10.187Z,1773.80,Cancelled
a93d06c2-8637-4d17-abbc-d0679dfcc870,CUST0744,2026-03-30T04:04:28.959Z,2347.12,Processing
fd12addc-08b5-43aa-a7e2-d4b13ce6f94f,CUST0395,2025-07-21T06:22:14.305Z,3790.93,Pending
a12c4d70-8741-470a-bd5a-40e81ef2f5a7,CUST0473,2026-04-06T17:34:28.109Z,4844.12,Cancelled
1f41032d-4cfa-46e4-80bf-01d2d5d09d5c,CUST0930,2026-06-02T11:01:44.497Z,4511.85,Delivered
c143c653-82a5-4da5-b09d-37af7ecb88b6,CUST0702,2025-08-12T19:49:32.377Z,4801.55,Delivered
535a9d6d-dc90-4be9-be18-7f0b32f9b4f0,CUST0865,2026-05-13T06:21:30.832Z,3077.76,Cancelled
a3999c4d-38ad-42b7-8ad5-a7264a43a843,CUST0374,2025-08-09T20:09:14.545Z,717.87,Pending
47a45834-6403-497f-8a0b-f2b064a88d69,CUST0561,2026-04-09T16:27:22.055Z,646.05,Pending
afbd8aa4-cebd-4126-9c7b-42fb6821ffbd,CUST0627,2025-10-23T22:03:12.791Z,1961.83,Cancelled
9a53a3d9-af96-4040-bc51-90a9b5684d51,CUST0096,2025-08-16T13:34:57.778Z,3070.73,Delivered
22886601-f111-4abe-af32-f72da37ef69e,CUST0774,2026-02-03T11:11:56.069Z,1785.60,Delivered
29e60f57-3cf1-4a64-baae-a3c44bfb7267,CUST0475,2026-04-03T21:17:22.203Z,650.10,Pending
19f1e9a3-5a26-4154-a9c3-4c4483234e47,CUST0996,2026-02-12T21:03:42.123Z,3878.78,Delivered
f821bf7f-71dd-4a4f-abc0-9fd1cc04461e,CUST0144,2026-02-01T17:32:48.265Z,718.33,Pending
6b4b94b0-bfbe-4c9e-ac62-836db5e2b958,CUST0349,2025-11-28T04:42:26.019Z,220.11,Processing
837f1a6b-4937-4677-bc9d-7c3b1dbe88b0,CUST0264,2026-03-04T20:13:12.072Z,3728.71,Pending
5d954b8a-89b1-4717-8416-78a27454261a,CUST0510,2025-06-28T12:18:56.999Z,1424.17,Processing
7bb48890-a31b-448c-a024-0381d65f00bb,CUST0832,2025-11-03T06:06:10.534Z,2640.61,Delivered
ec81e802-9a07-469a-a099-b09637ae62dc,CUST0433,2025-12-20T21:00:47.999Z,3637.08,Cancelled
231ac155-57e6-4037-9a5c-ef22b6cb565a,CUST0552,2026-06-09T11:27:52.038Z,3121.86,Processing
38f42204-c911-4323-a149-94166b83f42f,CUST0440,2026-01-09T00:58:16.974Z,4445.65,Pending
26f9fe5d-8a1a-4180-9542-018d30e4465a,CUST0514,2025-07-09T02:17:06.724Z,565.51,Processing
6e072e3c-c6a8-4e8b-ac61-5986938e81ba,CUST0986,2025-12-25T23:34:09.082Z,2964.26,Processing
6ded2bfa-f7a9-4ed2-b084-ad99175f5073,CUST0242,2026-05-28T20:47:15.550Z,282.36,Pending
07182386-0bef-4973-bdba-91192b7d3924,CUST0564,2026-05-14T17:27:57.440Z,4123.52,Pending
aec905ea-fe34-4f61-b5be-6842f9f0d888,CUST0691,2025-09-30T03:05:47.550Z,728.33,Processing
866d9e32-60e4-4461-bcf9-0d79e6353c80,CUST0905,2026-03-11T02:23:43.846Z,3729.86,Delivered
d512ee83-7b5d-49e1-b3a1-189fcd524d95,CUST0138,2025-07-13T19:57:26.166Z,920.86,Pending
191bc0e6-392c-474d-9f54-cf4f77950739,CUST0318,2026-03-30T17:49:46.670Z,2523.44,Pending
dac2ba2d-fa79-4ac1-beff-0eff5e846f91,CUST0829,2025-09-23T17:29:23.242Z,2318.98,Cancelled
421f72b9-36d9-4626-9cad-1970661602f0,CUST0648,2025-07-07T05:13:31.865Z,1829.65,Cancelled
e09adcf6-be28-4243-8f42-cb6f6d3cd616,CUST0137,2025-10-16T15:26:24.111Z,1494.90,Cancelled
12c6b035-10d9-48f7-aecd-570b25770c85,CUST0352,2025-09-18T18:49:12.107Z,1549.59,Cancelled
f7ded8e3-df6e-46a4-a0d9-8efa3a8f6cfa,CUST0886,2025-11-25T14:23:51.484Z,4985.61,Delivered
a2d6aa99-c2e3-47ec-b46c-308bd544d764,CUST0817,2025-11-22T21:34:22.754Z,549.43,Pending
b7bfb330-5ee0-4876-84d9-b6aa839e9183,CUST0449,2026-02-17T02:08:44.856Z,2834.13,Processing
d96464fb-e92d-4c3b-987e-cc45fe9cc089,CUST0229,2025-11-22T21:48:28.030Z,3175.40,Delivered
77e7816a-ba64-4f4d-ae73-5d7a41afe4c8,CUST0800,2025-10-09T19:59:36.103Z,3180.09,Processing
d63497c0-7421-4bc7-8dda-4267d9f15f90,CUST0319,2026-03-01T12:05:34.455Z,2496.29,Pending
77deb61b-248f-4436-af19-6eacfedb6d15,CUST0106,2026-06-11T18:04:24.614Z,2420.16,Cancelled
3eb6c8aa-9d9c-4283-94ad-826f5059ff8b,CUST0957,2026-03-04T20:48:01.943Z,1610.33,Pending
36e285a8-9f8b-45b3-a1e4-2aaa0287df6c,CUST0100,2025-11-12T03:47:02.531Z,594.33,Delivered
a6f930d3-383c-480a-baf9-6a1b8209567f,CUST0409,2026-02-05T01:02:49.322Z,3571.33,Pending
a8249a01-7829-4f4b-af6a-11eac4aea11d,CUST0059,2025-12-12T00:53:19.697Z,4606.02,Pending
7337d890-d024-498e-8679-d89e64948288,CUST0458,2026-06-19T20:56:23.644Z,2219.42,Delivered
2a5a0264-8af5-4517-956d-4f4d76fd40f9,CUST0100,2026-01-10T16:07:03.967Z,3094.97,Delivered
3719b6fa-c979-419c-bc42-378f2cd3aaac,CUST0329,2025-08-08T20:24:15.231Z,1990.16,Delivered
d4e80cde-bc8c-4318-92c2-28589a1f64ec,CUST0299,2025-08-21T13:29:38.117Z,4005.92,Pending
1ae05cf3-d28a-4bfe-8a8c-24141f09acce,CUST0485,2025-08-02T12:25:27.066Z,2952.69,Cancelled
c6840e94-baad-4688-9889-a3e28531ea74,CUST0943,2025-09-18T07:38:17.950Z,3402.23,Cancelled
4210a9b4-d794-4f2d-9bd2-929d70bc3618,CUST0879,2026-04-11T06:56:09.414Z,2876.02,Cancelled
72a9b6c4-48d2-4a63-8083-5ba83cce54f1,CUST0138,2026-01-04T02:41:33.582Z,3450.37,Processing
e4550468-5446-4f45-ab8c-5be1cb511bf3,CUST0524,2026-04-20T06:38:49.941Z,4899.06,Cancelled
63db3750-a2f3-4575-a68c-b0006697846c,CUST0703,2026-01-31T05:38:50.167Z,5098.69,Cancelled
d23fd94a-c598-4a4b-97ad-c94d616a85c9,CUST0398,2026-04-02T13:28:29.566Z,3359.90,Processing
a09245e1-2474-4695-965f-b6f65f304929,CUST0706,2026-02-09T20:13:35.006Z,3285.34,Pending
7298c857-c0a1-4fbc-a6e8-1f3b293bf5fc,CUST0247,2026-03-07T17:44:05.141Z,4247.60,Pending
f1b1e79f-8801-4125-b801-ee5e1d9f0d70,CUST0016,2025-12-11T12:16:45.184Z,4018.94,Pending
496734f8-ac70-4921-9a57-7a0041f6edc7,CUST0458,2025-08-13T08:10:05.897Z,4533.57,Cancelled
c1ad907d-c91a-4eb2-b045-5c1e529dc0d6,CUST0414,2025-10-04T10:27:53.166Z,3331.98,Cancelled
74849c83-3c6c-465c-b81a-3e0a3e94f5ad,CUST0166,2025-11-30T09:47:26.254Z,602.15,Delivered
a34f6ca2-474b-41aa-b549-58889d7e9e13,CUST0651,2025-09-28T10:20:02.717Z,3214.38,Cancelled
7bf84e8f-d7f8-4272-8b58-81c533299ccc,CUST0624,2026-04-16T12:42:07.321Z,2900.48,Delivered
75bef692-91fc-4160-b545-a794de0ee2b0,CUST0362,2025-06-29T19:30:20.350Z,2870.04,Pending
7cc72b8c-3913-4ff3-b053-437643e07f9d,CUST0934,2026-01-19T03:14:42.709Z,4325.20,Processing
e898b596-2c96-467d-b575-e74a9b5117d9,CUST0540,2025-09-02T13:39:03.742Z,1951.21,Delivered
1f926f6b-0eb0-4096-ad68-59cb45832c80,CUST0404,2026-01-14T19:36:56.934Z,4372.84,Delivered
ab7b3cd0-4ff4-4261-998f-f89616f0f123,CUST0830,2026-05-04T13:57:02.844Z,1147.77,Processing
e5c80b8e-85f0-42c0-bdb1-9f0367216830,CUST0235,2025-11-03T03:38:49.259Z,1243.85,Processing
3259bea9-c816-4e86-b4db-50f9882293c9,CUST0571,2025-10-12T21:30:30.794Z,3873.21,Processing
105e2146-18b8-4764-89ed-fbec5d948eb6,CUST0014,2025-12-12T04:16:02.034Z,3330.45,Delivered
d7ae4e0f-79e4-4b65-8c14-a85a1951b651,CUST0665,2025-06-25T17:36:32.352Z,3452.41,Cancelled
a26e4cb6-f622-4687-a604-ff87568d6eb0,CUST0679,2025-09-02T01:50:58.076Z,3299.22,Cancelled
4e16ef37-a773-424b-9760-713ce0e7ee15,CUST0600,2025-09-30T20:30:40.518Z,4833.89,Cancelled
bf4a99a8-06db-4b4a-bbe1-d113bea2843b,CUST0531,2026-04-20T15:04:44.731Z,1057.15,Cancelled
bfa234ab-fab6-439e-87b3-d260b13586b7,CUST0270,2026-05-13T21:10:28.270Z,2654.79,Cancelled
2c9b06d6-cb31-4597-931d-87e6a5c4cb8d,CUST0445,2026-04-15T15:07:54.582Z,4954.59,Pending
19b30c5a-355a-40de-9fc1-36651242a401,CUST0241,2026-04-07T08:54:31.125Z,1817.44,Pending
11ddaec9-1169-4286-9392-781e1632a032,CUST0774,2026-04-07T18:24:42.651Z,3247.70,Cancelled
ad097011-038d-4e7d-a01f-56aae7d453f7,CUST0342,2026-02-27T18:32:22.383Z,4150.57,Delivered
1a61e021-3ba9-4353-8c3e-d7e1a75d4173,CUST0173,2025-11-14T13:52:32.355Z,2877.36,Pending
f7ef9502-bdc2-4887-a232-96116bb47b1b,CUST0874,2026-03-20T05:53:57.499Z,2243.12,Delivered
39a01e4c-c7e4-4970-806e-66e93e07f0e7,CUST0687,2025-12-06T03:02:43.153Z,1743.37,Pending
a60ccda0-aca9-4b35-b501-9d3c24692cdc,CUST0413,2025-07-26T13:45:37.162Z,4541.13,Delivered
6d051098-2bbb-43e7-b655-74f1334ef40f,CUST0208,2025-08-06T03:44:05.570Z,964.49,Cancelled
14e97b18-c645-4f9e-b5a3-813ae1dc41ac,CUST0031,2026-03-24T06:38:04.254Z,3125.01,Processing
ab5870cc-443e-4374-a9b8-2b8037afd507,CUST0832,2026-06-09T09:30:45.574Z,4226.46,Processing
8b3b5817-d2f5-44b1-9d37-5e374e473e08,CUST0160,2025-10-02T22:50:17.632Z,3233.50,Pending
eba2222d-3624-40c2-894a-a7ed7f0ec0c4,CUST0744,2025-12-19T15:21:08.035Z,1773.54,Delivered
050c3752-1097-445e-8457-10b2fa15e7cb,CUST0828,2026-04-13T16:48:59.568Z,4843.91,Delivered
e46197fd-28bb-4bb5-8362-a73223184055,CUST0331,2025-09-07T02:32:10.365Z,1968.98,Processing
e4049f44-592e-4226-aed1-ab1f31304143,CUST0825,2025-08-23T20:18:17.436Z,2217.12,Processing
02115540-6f73-4e83-b438-913228513a85,CUST0469,2025-09-03T01:47:54.064Z,920.19,Pending
7514a9d2-b3aa-4397-9e8f-2f594e08f530,CUST0101,2025-09-11T21:42:13.681Z,3173.84,Processing
723efa07-819d-4c25-946c-0b690a362e83,CUST0584,2026-01-27T22:59:27.178Z,3948.08,Delivered
78cfdf1d-2519-4e6d-8d4f-0c2a9d8c4044,CUST0377,2025-10-22T07:13:38.971Z,440.49,Delivered
307299b7-b858-4911-8a30-8970796a4b69,CUST0622,2026-03-23T07:21:46.270Z,638.70,Cancelled
3732495b-18a7-4c7f-8deb-8bfc6b3ad278,CUST0011,2026-03-27T12:39:08.304Z,2516.81,Cancelled
3a7dbb68-25cc-423f-bd89-6618d0ee0bf2,CUST0039,2026-03-21T18:34:35.403Z,3073.92,Processing
d79a8f8a-2369-420f-a9a6-634903fa9847,CUST0571,2026-03-25T08:39:29.093Z,2300.28,Processing
1f4d2ad4-9dcf-407f-87cc-eaa9a380b53c,CUST0937,2025-09-02T19:36:11.519Z,4887.17,Delivered
2699b098-13cd-453c-ac74-c6881c016666,CUST0337,2026-02-02T01:18:45.823Z,4838.85,Cancelled
33f0cdf2-b877-46ea-b9f8-0b17f4618fa7,CUST0103,2026-04-18T13:29:24.482Z,1722.94,Processing
8906c3ea-4e68-4eeb-9851-a929d8ea5d5d,CUST0347,2025-10-16T14:20:21.594Z,3402.55,Cancelled
578c1b72-8704-4ea7-86f3-0671b19430e8,CUST0674,2026-02-27T01:22:12.712Z,1998.68,Processing
9bb09bee-b10c-4794-88a4-a8a0af720c65,CUST0773,2026-01-09T18:50:14.189Z,2523.21,Cancelled
93eb1631-7417-4100-8428-26a8afbe88b9,CUST0964,2025-08-05T20:34:53.603Z,4984.78,Delivered
21a74c4c-1b47-4f87-8527-179a07d25147,CUST0201,2025-08-07T10:45:06.634Z,3993.83,Processing
2d16230b-68ae-4838-a432-5c39cfccd921,CUST0172,2026-01-25T21:35:46.459Z,3742.67,Cancelled
9d59e780-7c57-462d-bc94-3e281b4bb34f,CUST0153,2025-07-02T04:04:09.908Z,327.84,Cancelled
4fece8b9-cbbd-4808-964a-ea4c62e1759d,CUST0181,2026-02-11T10:58:46.244Z,3672.06,Delivered
a0010527-e22d-4cd9-acbe-9730815faf54,CUST0382,2025-12-12T15:57:31.468Z,604.55,Delivered
f08624d7-d01e-449f-b4d9-56002e3949bc,CUST0719,2025-09-21T01:44:32.073Z,1763.00,Cancelled
84a118f1-eddd-43fd-89dd-5bdba85efd69,CUST0257,2025-07-13T01:33:39.180Z,4545.92,Pending
ee63e22c-6929-433a-9b75-2c82c58af018,CUST0614,2025-08-22T21:16:07.153Z,374.00,Processing
0d4d2248-2e21-4489-ada9-f05fcb6128d0,CUST0742,2026-04-14T10:44:08.277Z,3326.07,Cancelled
3848acff-ed42-44dd-bf0d-e911133c8167,CUST0562,2025-12-03T13:39:49.289Z,4712.31,Cancelled
074c3dde-fa3c-42ff-9b96-30a3f9a4d6b8,CUST0417,2026-03-24T06:55:09.717Z,2520.98,Delivered
a24d1ae4-ceca-4e37-a926-635075a6d08f,CUST0584,2026-04-25T01:41:43.428Z,2550.62,Processing
04d98f59-8ce7-4eba-9faf-7a0eb1030a1a,CUST0934,2025-09-21T14:22:02.349Z,4411.83,Processing
0a37e3e2-6cae-4652-9a51-a52f90eff62d,CUST0672,2026-01-15T07:19:56.569Z,4695.49,Delivered
4965ca56-ca11-46d3-bad5-5c36350eeef9,CUST0987,2026-05-28T09:32:35.700Z,3455.69,Delivered
ca1005ac-e53f-4cfe-8d40-4163207a9c55,CUST0608,2025-12-30T01:04:44.836Z,320.76,Pending
1543effd-68cd-4262-82e1-4710ac5192ff,CUST0164,2026-02-05T16:07:15.645Z,1512.22,Delivered
844efc19-a260-4357-b833-bdfe849ab2b6,CUST0106,2026-05-11T14:32:14.725Z,751.32,Delivered
119666cd-874c-463b-88ea-a624ce511f53,CUST0815,2026-05-02T03:52:10.064Z,499.73,Delivered
64fb3652-09a3-42d1-9e64-64e70850cf22,CUST0652,2025-09-01T08:45:42.736Z,904.76,Cancelled
d2264206-4a2c-4ada-b684-f5631902d2b8,CUST0151,2026-03-30T20:08:32.219Z,4067.08,Cancelled
929320bf-6b3b-47f5-8bca-dfa63b426f71,CUST0884,2025-11-24T17:11:44.526Z,4063.39,Processing
9952ab18-4b84-4138-92bd-9f216858dfe4,CUST0024,2025-08-30T16:32:59.651Z,1081.32,Delivered
2db7022f-ac66-4c64-a534-c0952051e293,CUST0996,2026-02-18T13:13:19.973Z,2794.02,Cancelled
7645e855-a26c-422d-8f17-446a309afc36,CUST0058,2026-05-21T14:52:29.215Z,1381.35,Pending
a3eb9790-05f9-44cb-8ffb-2429024eda35,CUST0747,2026-06-04T10:45:18.932Z,1068.75,Cancelled
e30ab412-4aa8-4436-858c-1c63cd973b9f,CUST0480,2026-05-25T16:34:58.430Z,815.48,Delivered
ff94a568-2ff7-4ddb-9da2-cc04e992df22,CUST0107,2025-08-11T08:22:41.372Z,1099.98,Delivered
75068e39-07e3-45e0-b973-32dea508668e,CUST0452,2025-08-20T18:14:00.750Z,2126.71,Processing
4b24000e-1abc-4e2c-bea0-0b2a5b21cce4,CUST0453,2025-08-28T20:27:58.031Z,4076.63,Processing
4a1d8ff5-0e34-46f1-ba95-eeca62c15a53,CUST0257,2026-01-28T00:45:10.584Z,2305.12,Delivered
4b7dd72c-74f7-4664-93f8-6778ae56ba1a,CUST0349,2026-02-02T09:38:29.930Z,1067.15,Pending
c888f96b-cd3e-4c31-9b29-ae01b25913fe,CUST0447,2026-01-14T22:06:01.771Z,5079.83,Pending
1e663f92-ed6b-4f03-9579-4a9253e8be3e,CUST0215,2026-03-30T03:45:44.693Z,4097.03,Processing
5d50b32d-0c61-4821-bcf5-d77c7eb7dd68,CUST0765,2025-10-07T22:01:56.394Z,3281.03,Cancelled
8728c584-7919-40c7-9623-d659f07d0bb6,CUST0951,2025-06-29T02:35:04.407Z,4697.27,Pending
89a73f41-d9a0-41ab-8745-4ddbbac7c089,CUST0557,2025-11-08T00:14:28.832Z,4115.14,Delivered
7e6ea51a-cd8e-4105-9859-15ac3d6f7b0e,CUST0041,2025-07-16T19:14:25.836Z,726.03,Delivered
164ce53f-476b-4f73-a341-56759c19b07c,CUST0943,2026-01-28T06:48:19.474Z,1683.36,Delivered
62d71463-af7f-42cb-a70b-254e7aba640c,CUST0002,2025-12-01T03:00:16.678Z,2578.77,Processing
696ad534-b63c-43ee-a735-9f745c62b215,CUST0179,2025-09-13T18:42:46.668Z,125.02,Delivered
12dfc607-70e9-4f81-8412-d64edf2ef6c3,CUST0209,2025-10-28T09:45:49.416Z,3324.11,Pending
58273c78-1512-472a-9408-8b74ab1f8b5e,CUST0715,2025-08-17T12:02:04.291Z,1637.30,Delivered
69798c76-9c0d-4cf6-a60a-2659b0a1b5f2,CUST0477,2025-09-25T11:31:18.074Z,4568.57,Delivered
cc03c5f7-25b7-4f11-857d-df9f66222b99,CUST0338,2025-09-24T12:32:32.539Z,166.67,Delivered
93f91f23-47b8-4fed-b371-1a1a7accc659,CUST0498,2026-01-18T13:53:59.612Z,1479.99,Delivered
87aec9b0-9852-44ca-87ec-390e299a3e1e,CUST0664,2026-06-06T12:13:01.344Z,833.67,Cancelled
c5a7e076-f1d3-4dec-8a9f-b81e10e4195b,CUST0660,2025-08-29T05:52:11.485Z,608.17,Delivered
d24d61cb-bea9-4329-a1ba-9895742ed7f0,CUST0115,2026-04-18T17:49:08.362Z,3751.82,Delivered
9c079c54-45a6-424f-9cd3-e87697fb058c,CUST0774,2026-03-27T08:02:41.658Z,3062.13,Pending
060cbe00-8a7c-43cb-94e6-fb36a43c2740,CUST0088,2026-04-16T17:35:29.129Z,1884.10,Pending
98ef07dd-8a73-474b-9774-98a8a87332d7,CUST0334,2025-08-13T09:35:49.332Z,2802.61,Pending
b1d08121-8a04-49b3-b8a0-f727e29ffbd0,CUST0819,2025-11-16T03:12:47.688Z,1012.45,Delivered
eed62c49-0c40-4887-baab-24a6e23a62f5,CUST0568,2026-04-26T19:22:50.541Z,4904.22,Processing
6a92f3ac-5feb-47a5-a86b-4c8fc3533d46,CUST0488,2026-03-17T17:42:14.457Z,2690.23,Pending
a4fad69a-739f-496b-aef0-6b64dfbe2d74,CUST0551,2026-02-08T07:06:39.356Z,1911.32,Processing
7274e970-0234-4873-ba5d-c0055a6b6f84,CUST0875,2025-11-04T09:23:56.539Z,2773.33,Processing
f319405d-362a-4bf1-87fb-928956bd1029,CUST0173,2025-09-27T07:39:03.111Z,1037.90,Processing
7709064f-1fde-4f7f-8755-742393b12c2e,CUST0628,2026-05-20T18:44:06.403Z,1491.58,Processing
970f4564-a890-41f6-973b-9bed4a3e5a9d,CUST0696,2025-08-25T13:01:58.200Z,3361.39,Processing
80e41585-fd00-4577-8396-9608015bc70d,CUST0886,2025-08-01T00:48:50.904Z,3666.11,Delivered
3fe5aec6-552e-4708-b358-ebf01d86e03f,CUST0405,2025-07-02T15:27:17.610Z,3783.30,Cancelled
71ff1272-6ea0-48c2-91d7-80bf2c48a0e5,CUST0945,2026-05-08T00:02:36.759Z,2261.51,Pending
d24388d2-eda1-4e17-8b7c-048cfe79ef67,CUST0547,2025-09-10T04:50:01.123Z,3787.30,Cancelled
79401e3a-9212-4bc8-b994-803ad2b5aa99,CUST0499,2025-08-24T15:04:12.878Z,4493.09,Delivered
acb7259a-fcf4-430a-b887-f8604dcb2533,CUST0981,2025-06-24T18:32:56.705Z,4586.34,Cancelled
afba10c9-c05d-49f3-a165-114b2f1b8ca3,CUST0478,2025-07-31T05:14:39.859Z,4251.62,Delivered
7e8b83ef-51cd-40d1-9666-fd1f9c393c3f,CUST0131,2026-01-10T11:44:58.315Z,3762.22,Cancelled
69955b74-0136-4022-8d00-fd230caf568d,CUST0019,2025-09-13T03:46:46.226Z,4938.38,Cancelled
b66cb930-a11b-4a59-88aa-87f99e2ad505,CUST0306,2026-06-06T15:18:33.066Z,455.81,Pending
